,branch,variable,expression
3206,Demand Sites and Catchments\Tonopah\Cotton,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Cotton.xlsx, A3:B12))"
3207,Demand Sites and Catchments\Tonopah\Cotton,Potential Yield,1657
3208,Demand Sites and Catchments\Tonopah\Cotton,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Oct 25, % of RAW, 100, % Depletion, 100)"
3209,Demand Sites and Catchments\Tonopah\Cotton,Market Price,0
3210,Demand Sites and Catchments\Tonopah\Cotton,Fraction Wetted,0.6
3211,Demand Sites and Catchments\Tonopah\Cotton,Total Soil Thickness,2
3212,Demand Sites and Catchments\Tonopah\Cotton,Irrigation Efficiency,60
3213,Demand Sites and Catchments\Tonopah\Cotton,Loss to Groundwater,0
3214,Demand Sites and Catchments\Tonopah\Cotton,Soil Water Capacity,SoilLibrary(Loam)
3215,Demand Sites and Catchments\Tonopah\Cotton,Loss to Runoff,0
3216,Demand Sites and Catchments\Tonopah\Cotton,Minimum Depth,0
3217,Demand Sites and Catchments\Tonopah\Cotton,Target Depth,0
3218,Demand Sites and Catchments\Tonopah\Cotton,Maximum Infiltration Rate,243.8
3219,Demand Sites and Catchments\Tonopah\Cotton,Release Requirement,0
3220,Demand Sites and Catchments\Tonopah\Cotton,Maximum Percolation Rate,7315.2
3221,Demand Sites and Catchments\Tonopah\Cotton,Effective Precipitation,100
3222,Demand Sites and Catchments\Tonopah\Cotton,Fraction Covered,0
3223,Demand Sites and Catchments\Tonopah\Cotton,Direct Recharge to GW,0.0
3224,Demand Sites and Catchments\Tonopah\Barley,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Barley.xlsx, A3:B12))"
3225,Demand Sites and Catchments\Tonopah\Barley,Potential Yield,6099
3226,Demand Sites and Catchments\Tonopah\Barley,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 9, % of RAW, 100, % Depletion, 100)"
3227,Demand Sites and Catchments\Tonopah\Barley,Market Price,0
3228,Demand Sites and Catchments\Tonopah\Barley,Fraction Wetted,0.6
3229,Demand Sites and Catchments\Tonopah\Barley,Total Soil Thickness,2
3230,Demand Sites and Catchments\Tonopah\Barley,Irrigation Efficiency,60
3231,Demand Sites and Catchments\Tonopah\Barley,Loss to Groundwater,0
3232,Demand Sites and Catchments\Tonopah\Barley,Soil Water Capacity,SoilLibrary(Loam)
3233,Demand Sites and Catchments\Tonopah\Barley,Loss to Runoff,0
3234,Demand Sites and Catchments\Tonopah\Barley,Minimum Depth,0
3235,Demand Sites and Catchments\Tonopah\Barley,Target Depth,0
3236,Demand Sites and Catchments\Tonopah\Barley,Maximum Infiltration Rate,243.8
3237,Demand Sites and Catchments\Tonopah\Barley,Release Requirement,0
3238,Demand Sites and Catchments\Tonopah\Barley,Maximum Percolation Rate,7315.2
3239,Demand Sites and Catchments\Tonopah\Barley,Effective Precipitation,100
3240,Demand Sites and Catchments\Tonopah\Barley,Fraction Covered,0
3241,Demand Sites and Catchments\Tonopah\Barley,Direct Recharge to GW,0.0
3242,Demand Sites and Catchments\Tonopah\Winter_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Winter Wheat.xlsx, A3:B12))"
3243,Demand Sites and Catchments\Tonopah\Winter_Wheat,Potential Yield,6355
3244,Demand Sites and Catchments\Tonopah\Winter_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Dec 1, May 29, % of RAW, 100, % Depletion, 100)"
3245,Demand Sites and Catchments\Tonopah\Winter_Wheat,Market Price,0
3246,Demand Sites and Catchments\Tonopah\Winter_Wheat,Fraction Wetted,0.6
3247,Demand Sites and Catchments\Tonopah\Winter_Wheat,Total Soil Thickness,2
3248,Demand Sites and Catchments\Tonopah\Winter_Wheat,Irrigation Efficiency,60
3249,Demand Sites and Catchments\Tonopah\Winter_Wheat,Loss to Groundwater,0
3250,Demand Sites and Catchments\Tonopah\Winter_Wheat,Soil Water Capacity,SoilLibrary(Loam)
3251,Demand Sites and Catchments\Tonopah\Winter_Wheat,Loss to Runoff,0
3252,Demand Sites and Catchments\Tonopah\Winter_Wheat,Minimum Depth,0
3253,Demand Sites and Catchments\Tonopah\Winter_Wheat,Target Depth,0
3254,Demand Sites and Catchments\Tonopah\Winter_Wheat,Maximum Infiltration Rate,243.8
3255,Demand Sites and Catchments\Tonopah\Winter_Wheat,Release Requirement,0
3256,Demand Sites and Catchments\Tonopah\Winter_Wheat,Maximum Percolation Rate,7315.2
3257,Demand Sites and Catchments\Tonopah\Winter_Wheat,Effective Precipitation,100
3258,Demand Sites and Catchments\Tonopah\Winter_Wheat,Fraction Covered,0
3259,Demand Sites and Catchments\Tonopah\Winter_Wheat,Direct Recharge to GW,0.0
3260,Demand Sites and Catchments\Tonopah\Other_Hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Other Hay.xlsx, A3:B12))"
3261,Demand Sites and Catchments\Tonopah\Other_Hay,Potential Yield,9824
3262,Demand Sites and Catchments\Tonopah\Other_Hay,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, May 15, % of RAW, 100, % Depletion, 100)"
3263,Demand Sites and Catchments\Tonopah\Other_Hay,Market Price,0
3264,Demand Sites and Catchments\Tonopah\Other_Hay,Fraction Wetted,0.6
3265,Demand Sites and Catchments\Tonopah\Other_Hay,Total Soil Thickness,2
3266,Demand Sites and Catchments\Tonopah\Other_Hay,Irrigation Efficiency,60
3267,Demand Sites and Catchments\Tonopah\Other_Hay,Loss to Groundwater,0
3268,Demand Sites and Catchments\Tonopah\Other_Hay,Soil Water Capacity,SoilLibrary(Loam)
3269,Demand Sites and Catchments\Tonopah\Other_Hay,Loss to Runoff,0
3270,Demand Sites and Catchments\Tonopah\Other_Hay,Minimum Depth,0
3271,Demand Sites and Catchments\Tonopah\Other_Hay,Target Depth,0
3272,Demand Sites and Catchments\Tonopah\Other_Hay,Maximum Infiltration Rate,243.8
3273,Demand Sites and Catchments\Tonopah\Other_Hay,Release Requirement,0
3274,Demand Sites and Catchments\Tonopah\Other_Hay,Maximum Percolation Rate,7315.2
3275,Demand Sites and Catchments\Tonopah\Other_Hay,Effective Precipitation,100
3276,Demand Sites and Catchments\Tonopah\Other_Hay,Fraction Covered,0
3277,Demand Sites and Catchments\Tonopah\Other_Hay,Direct Recharge to GW,0.0
3278,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Alfalfa.xlsx, A3:B12))*0.24"
3279,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Potential Yield,"MultiCropValues(2619, 2619, 2619, 2619)"
3280,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
3281,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Market Price,0
3282,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Fraction Wetted,0.6
3283,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Total Soil Thickness,2
3284,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Irrigation Efficiency,60
3285,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Loss to Groundwater,0
3286,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Soil Water Capacity,SoilLibrary(Loam)
3287,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Loss to Runoff,0
3288,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Minimum Depth,0
3289,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Target Depth,0
3290,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Maximum Infiltration Rate,243.8
3291,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Release Requirement,0
3292,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Maximum Percolation Rate,7315.2
3293,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Effective Precipitation,100
3294,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Fraction Covered,0
3295,Demand Sites and Catchments\Tonopah\Alfalfa_haylage,Direct Recharge to GW,0.0
3296,Demand Sites and Catchments\Tonopah\Sorghum_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Sorghum.xlsx, A3:B12))*0.8102"
3297,Demand Sites and Catchments\Tonopah\Sorghum_silage,Potential Yield,45932
3298,Demand Sites and Catchments\Tonopah\Sorghum_silage,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
3299,Demand Sites and Catchments\Tonopah\Sorghum_silage,Market Price,0
3300,Demand Sites and Catchments\Tonopah\Sorghum_silage,Fraction Wetted,0.6
3301,Demand Sites and Catchments\Tonopah\Sorghum_silage,Total Soil Thickness,2
3302,Demand Sites and Catchments\Tonopah\Sorghum_silage,Irrigation Efficiency,60
3303,Demand Sites and Catchments\Tonopah\Sorghum_silage,Loss to Groundwater,0
3304,Demand Sites and Catchments\Tonopah\Sorghum_silage,Soil Water Capacity,SoilLibrary(Loam)
3305,Demand Sites and Catchments\Tonopah\Sorghum_silage,Loss to Runoff,0
3306,Demand Sites and Catchments\Tonopah\Sorghum_silage,Minimum Depth,0
3307,Demand Sites and Catchments\Tonopah\Sorghum_silage,Target Depth,0
3308,Demand Sites and Catchments\Tonopah\Sorghum_silage,Maximum Infiltration Rate,243.8
3309,Demand Sites and Catchments\Tonopah\Sorghum_silage,Release Requirement,0
3310,Demand Sites and Catchments\Tonopah\Sorghum_silage,Maximum Percolation Rate,7315.2
3311,Demand Sites and Catchments\Tonopah\Sorghum_silage,Effective Precipitation,100
3312,Demand Sites and Catchments\Tonopah\Sorghum_silage,Fraction Covered,0
3313,Demand Sites and Catchments\Tonopah\Sorghum_silage,Direct Recharge to GW,0.0
3314,Demand Sites and Catchments\Tonopah\Corn_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_Corn.xlsx, A3:B12))*0.9553"
3315,Demand Sites and Catchments\Tonopah\Corn_silage,Potential Yield,58667
3316,Demand Sites and Catchments\Tonopah\Corn_silage,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
3317,Demand Sites and Catchments\Tonopah\Corn_silage,Market Price,0
3318,Demand Sites and Catchments\Tonopah\Corn_silage,Fraction Wetted,0.6
3319,Demand Sites and Catchments\Tonopah\Corn_silage,Total Soil Thickness,2
3320,Demand Sites and Catchments\Tonopah\Corn_silage,Irrigation Efficiency,60
3321,Demand Sites and Catchments\Tonopah\Corn_silage,Loss to Groundwater,0
3322,Demand Sites and Catchments\Tonopah\Corn_silage,Soil Water Capacity,SoilLibrary(Loam)
3323,Demand Sites and Catchments\Tonopah\Corn_silage,Loss to Runoff,0
3324,Demand Sites and Catchments\Tonopah\Corn_silage,Minimum Depth,0
3325,Demand Sites and Catchments\Tonopah\Corn_silage,Target Depth,0
3326,Demand Sites and Catchments\Tonopah\Corn_silage,Maximum Infiltration Rate,243.8
3327,Demand Sites and Catchments\Tonopah\Corn_silage,Release Requirement,0
3328,Demand Sites and Catchments\Tonopah\Corn_silage,Maximum Percolation Rate,7315.2
3329,Demand Sites and Catchments\Tonopah\Corn_silage,Effective Precipitation,100
3330,Demand Sites and Catchments\Tonopah\Corn_silage,Fraction Covered,0
3331,Demand Sites and Catchments\Tonopah\Corn_silage,Direct Recharge to GW,0.0
3332,Demand Sites and Catchments\Tonopah\VegFruit,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\tonopah_VegFruit.xlsx, A3:B12))"
3333,Demand Sites and Catchments\Tonopah\VegFruit,Potential Yield,33407
3334,Demand Sites and Catchments\Tonopah\VegFruit,Irrigation Schedule,"IrrigationSchedule(1, Nov 15, Apr 20, % of RAW, 100, % Depletion, 100)"
3335,Demand Sites and Catchments\Tonopah\VegFruit,Market Price,0
3336,Demand Sites and Catchments\Tonopah\VegFruit,Fraction Wetted,0.6
3337,Demand Sites and Catchments\Tonopah\VegFruit,Total Soil Thickness,2
3338,Demand Sites and Catchments\Tonopah\VegFruit,Irrigation Efficiency,60
3339,Demand Sites and Catchments\Tonopah\VegFruit,Loss to Groundwater,0
3340,Demand Sites and Catchments\Tonopah\VegFruit,Soil Water Capacity,SoilLibrary(Sandy loam)
3341,Demand Sites and Catchments\Tonopah\VegFruit,Loss to Runoff,0
3342,Demand Sites and Catchments\Tonopah\VegFruit,Minimum Depth,0
3343,Demand Sites and Catchments\Tonopah\VegFruit,Target Depth,0
3344,Demand Sites and Catchments\Tonopah\VegFruit,Maximum Infiltration Rate,487.7
3345,Demand Sites and Catchments\Tonopah\VegFruit,Release Requirement,0
3346,Demand Sites and Catchments\Tonopah\VegFruit,Maximum Percolation Rate,7315.2
3347,Demand Sites and Catchments\Tonopah\VegFruit,Effective Precipitation,100
3348,Demand Sites and Catchments\Tonopah\VegFruit,Fraction Covered,0
3349,Demand Sites and Catchments\Tonopah\VegFruit,Direct Recharge to GW,0.0
3350,Hydrology\Water Year Method,Sequence,Normal
3351,Supply and Resources,Capital Costs,0
3352,Supply and Resources\River\CAP,Headflow,"MonthlyValues( Jan, 26.023,  Feb, 34.46,  Mar, 56.604,  Apr, 76.269,  May, 80.16,  Jun, 96.592,  Jul, 91.653,  Aug, 83.97,  Sep, 62.831,  Oct, 44.102,  Nov, 29.71,  Dec, 31.828 )"
3353,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Groundwater Inflow,0
3354,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Groundwater Outflow,0
3355,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Evaporation,0
3356,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,River Flooding Threshold,0
3357,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,River Flooding Fraction,100
3358,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Reach Length,0
3359,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Capital Costs,0
3360,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Fixed Operating Costs,0
3361,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Variable Operating Costs,0
3362,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Fixed Benefits,0
3363,Supply and Resources\River\CAP\Reaches\Below CAP Headflow,Variable Benefits,0
3364,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Groundwater Inflow,0
3365,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Groundwater Outflow,0
3366,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Evaporation,0
3367,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,River Flooding Threshold,0
3368,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,River Flooding Fraction,100
3369,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Reach Length,0
3370,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Capital Costs,0
3371,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Fixed Operating Costs,0
3372,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Variable Operating Costs,0
3373,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Fixed Benefits,0
3374,Supply and Resources\River\CAP\Reaches\Below CAP Withdrawal,Variable Benefits,0
3375,Supply and Resources\River\SRP,Headflow,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Input\SRP_Headflow_Annual.xlsx, A3:B12))*MonthlyValues( Jan, 3.16,  Feb, 4.28,  Mar, 7.16,  Apr, 9.35,  May, 10.93,  Jun, 12.08,  Jul, 12.60,  Aug, 12.16,  Sep, 10.56,  Oct, 8.50,  Nov, 5.62,  Dec, 3.61 )/100/Days/24/60/60*0.98"
3376,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Groundwater Inflow,0
3377,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Groundwater Outflow,0
3378,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Evaporation,0
3379,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,River Flooding Threshold,0
3380,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,River Flooding Fraction,100
3381,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Reach Length,0
3382,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Capital Costs,0
3383,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Fixed Operating Costs,0
3384,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Variable Operating Costs,0
3385,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Fixed Benefits,0
3386,Supply and Resources\River\SRP\Reaches\Below SRP Headflow,Variable Benefits,0
3387,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Groundwater Inflow,0
3388,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Groundwater Outflow,0
3389,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Evaporation,0
3390,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,River Flooding Threshold,0
3391,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,River Flooding Fraction,100
3392,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Reach Length,0
3393,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Capital Costs,0
3394,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Fixed Operating Costs,0
3395,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Variable Operating Costs,0
3396,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Fixed Benefits,0
3397,Supply and Resources\River\SRP\Reaches\Below GW_SRP Return,Variable Benefits,0
3398,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Groundwater Inflow,0
3399,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Groundwater Outflow,0
3400,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Evaporation,0
3401,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,River Flooding Threshold,0
3402,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,River Flooding Fraction,100
3403,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Reach Length,0
3404,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Capital Costs,0
3405,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Fixed Operating Costs,0
3406,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Variable Operating Costs,0
3407,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Fixed Benefits,0
3408,Supply and Resources\River\SRP\Reaches\Below SRP Withdrawal,Variable Benefits,0
3409,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Groundwater Inflow,0
3410,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Groundwater Outflow,0
3411,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Evaporation,0
3412,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,River Flooding Threshold,0
3413,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,River Flooding Fraction,100
3414,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Reach Length,0
3415,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Capital Costs,0
3416,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Fixed Operating Costs,0
3417,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Variable Operating Costs,0
3418,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Fixed Benefits,0
3419,Supply and Resources\River\SRP\Reaches\Below Ag Runoff,Variable Benefits,0
3420,Supply and Resources\River\SRP\Reaches\Below Return Point,Groundwater Inflow,0
3421,Supply and Resources\River\SRP\Reaches\Below Return Point,Groundwater Outflow,0
3422,Supply and Resources\River\SRP\Reaches\Below Return Point,Evaporation,0
3423,Supply and Resources\River\SRP\Reaches\Below Return Point,River Flooding Threshold,0
3424,Supply and Resources\River\SRP\Reaches\Below Return Point,River Flooding Fraction,100
3425,Supply and Resources\River\SRP\Reaches\Below Return Point,Reach Length,0
3426,Supply and Resources\River\SRP\Reaches\Below Return Point,Capital Costs,0
3427,Supply and Resources\River\SRP\Reaches\Below Return Point,Fixed Operating Costs,0
3428,Supply and Resources\River\SRP\Reaches\Below Return Point,Variable Operating Costs,0
3429,Supply and Resources\River\SRP\Reaches\Below Return Point,Fixed Benefits,0
3430,Supply and Resources\River\SRP\Reaches\Below Return Point,Variable Benefits,0
3431,Supply and Resources\Groundwater\GW_Backup,Storage Capacity,164913
3432,Supply and Resources\Groundwater\GW_Backup,Maximum Withdrawal,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Input\SRP_Pumping_Capacity.xlsx, A3:B12))"
3433,Supply and Resources\Groundwater\GW_Backup,Natural Recharge,89
3434,Supply and Resources\Groundwater\GW_Backup,Capital Costs,0
3435,Supply and Resources\Groundwater\GW_Backup,Fixed Operating Costs,0
3436,Supply and Resources\Groundwater\GW_Backup,Variable Operating Costs,0
3437,Supply and Resources\Groundwater\GW_Backup,Fixed Benefits,0
3438,Supply and Resources\Groundwater\GW_Backup,Variable Benefits,0
3439,Supply and Resources\Groundwater\Groundwater,Storage Capacity,164913
3440,Supply and Resources\Groundwater\Groundwater,Maximum Withdrawal,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Input\SRP_Pumping_Capacity.xlsx, A3:B12))"
3441,Supply and Resources\Groundwater\Groundwater,Natural Recharge,89
3442,Supply and Resources\Groundwater\Groundwater,Capital Costs,0
3443,Supply and Resources\Groundwater\Groundwater,Fixed Operating Costs,0
3444,Supply and Resources\Groundwater\Groundwater,Variable Operating Costs,0
3445,Supply and Resources\Groundwater\Groundwater,Fixed Benefits,0
3446,Supply and Resources\Groundwater\Groundwater,Variable Benefits,0
3447,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Loss from System,4
3448,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Loss to Groundwater,0
3449,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Supply Preference,1
3450,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Capital Costs,0
3451,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Fixed Operating Costs,0
3452,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Variable Operating Costs,0
3453,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Fixed Benefits,0
3454,Supply and Resources\Transmission Links\to New_Magma\from SRP Withdrawal,Variable Benefits,0
3455,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Loss from System,4
3456,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Loss to Groundwater,0
3457,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Supply Preference,2
3458,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Capital Costs,0
3459,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Fixed Operating Costs,0
3460,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Variable Operating Costs,0
3461,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Fixed Benefits,0
3462,Supply and Resources\Transmission Links\to New_Magma\from CAP Withdrawal,Variable Benefits,0
3463,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Loss from System,4
3464,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Loss to Groundwater,0
3465,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Supply Preference,3
3466,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Capital Costs,0
3467,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Fixed Operating Costs,0
3468,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Variable Operating Costs,0
3469,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Fixed Benefits,0
3470,Supply and Resources\Transmission Links\to New_Magma\from Groundwater,Variable Benefits,0
3471,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Loss from System,4
3472,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Loss to Groundwater,0
3473,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Supply Preference,1
3474,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Capital Costs,0
3475,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Fixed Operating Costs,0
3476,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Variable Operating Costs,0
3477,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Fixed Benefits,0
3478,Supply and Resources\Transmission Links\to Arlington\from SRP Withdrawal,Variable Benefits,0
3479,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Loss from System,4
3480,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Loss to Groundwater,0
3481,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Supply Preference,2
3482,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Capital Costs,0
3483,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Fixed Operating Costs,0
3484,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Variable Operating Costs,0
3485,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Fixed Benefits,0
3486,Supply and Resources\Transmission Links\to Arlington\from Groundwater,Variable Benefits,0
3487,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Loss from System,4
3488,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Loss to Groundwater,0
3489,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Supply Preference,1
3490,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Capital Costs,0
3491,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Fixed Operating Costs,0
3492,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Variable Operating Costs,0
3493,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Fixed Benefits,0
3494,Supply and Resources\Transmission Links\to Peninsula\from SRP Withdrawal,Variable Benefits,0
3495,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Loss from System,4
3496,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Loss to Groundwater,0
3497,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Supply Preference,2
3498,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Capital Costs,0
3499,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Fixed Operating Costs,0
3500,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Variable Operating Costs,0
3501,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Fixed Benefits,0
3502,Supply and Resources\Transmission Links\to Peninsula\from Groundwater,Variable Benefits,0
